Vendor Code,Company,Address,City,County,State,Zip
31658,G & C EQUIPMENT CORP,1875 W REDONDO BEACH BLVD STE 102,GARDENA,In LA County,California,90247
130805,JMDIAZ INC,"18645 E. GALE AVENUE, STE 212",CITY OF INDUSTRY,In LA County,California,91748
192877,CERVUS INC.,18565 SOLEDAD CANYON RD,CANYON CNTRY,In LA County,California,91351
185644,VISHAL SINGH,1854 JUNE COURT,WEST COVINA,In LA County,California,91792
151072,GAMA CONTRACTING SERVICES INC,1835 FLORADALE AVE,SOUTH EL MONTE,In LA County,California,91733
145076,ROHAM INTERNATIONAL INC,1828 LOMITA BLVD,LOMITA,In LA County,California,90717
61135,NAKATOMI & ASSOCIATES INC,1820 14TH STREET SUITE 500,SANTA MONICA,In LA County,California,90404
201698,SAILAND USA INC,1819 FLORADALE AVE,S EL MONTE,In LA County,California,91733
209075,ERSEVON LLC,1816 W 45TH ST,LOS ANGELES,In LA County,California,90062
184772,NMK CORPORATION,18122 CARMENITA RD UNIT 3331,CERRITOS,In LA County,California,90703
165225,STAY SAFE SOLUTIONS INC,1809 S STREET,SACRAMENTO,Outside of LA County,California,95811
165225,STAY SAFE SOLUTIONS INC,1809 S STREET,SACRAMENTO,Outside of LA County,California,95811
33847,"T & H INTERIOR SERVICES, INC",1803 S. MYRTLE AVENUE,MONROVIA,In LA County,California,91016
33847,"T & H INTERIOR SERVICES, INC",1803 S MYRTLE AVE,MONROVIA,In LA County,California,91016
524159,CITADEL ENVIRONMENTAL SERVICESINC,1801 W OLYMPIC BLVD,PASADENA,In LA County,California,91199
174205,LEXTECH INC,18000 STUDEBAKER RD STE 700,CERRITOS,In LA County,California,90703
185599,NTS COMMUNICATIONS,180 E 35TH ST,LOS ANGELES,In LA County,California,90011
2466,IDEAL PRINTING CO,17855 MACLAREN ST,LA PUENTE,In LA County,California,91744
201668,"TEKISTRY, INC",17777 CENTER COURT DR N,CERRITOS,In LA County,California,90703
47397,SIRACUSA ENTERPRISES INC,17737 CHATSWORTH ST,GRANADA HILLS,In LA County,California,91344
178505,SATWIC INC.,177 E COLORADO BLVD STE 200,PASADENA,In LA County,California,91105
105081,COUNCIL FOR WATERSHED HEALTH,177 E COLORADO BLVD,PASADENA,In LA County,California,91105
207826,"ECONOPRINT, INC.",1765 E COLORADO BLVD,PASADENA,In LA County,California,91106
192587,AYARD RENTALS,17621 S SUSANA RD,E RNCHO DMNGZ,In LA County,California,90221
120421,"WATERWISE CONSULTING , INC.",1751 S GRAND AVE,GLENDORA,In LA County,California,91740
129913,DILTEX INC,"1750 W CAMERON AVE, STE 110",WEST COVINA,In LA County,California,91790
188318,WAKING MEDIA INC.,1745 WINONA BLVD APT 26,LOS ANGELES,In LA County,California,90027
188833,"HOLLIDAY'S HELPING HANDS, INC.",17420 AVALON BLVD STE 101,CARSON,In LA County,California,90746
188833,"HOLLIDAY'S HELPING HANDS, INC.",17420 AVALON BLVD STE 101,CARSON,In LA County,California,90746
524389,ONEGENERATION,17400 VICTORY BLVD,VAN NUYS,In LA County,California,91406
160021,GOOD PEOPLE INC,17315 STUDEBAKER RD STE 315,CERRITOS,In LA County,California,90703
160021,GOOD PEOPLE INC,17315 STUDEBAKER RD,CERRITOS,In LA County,California,90703
160021,GOOD PEOPLE INC,17315 STUDEBAKER RD,CERRITOS,In LA County,California,90703
156189,SYNERGY TRAFFIC CONTROL INC,17311 S MAIN ST,GARDENA,In LA County,California,90248
156189,SYNERGY TRAFFIC CONTROL INC,17311 S MAIN ST,GARDENA,In LA County,California,90248
108241,CABAN RESOURCES LLC,1730 E HOLLY AVE,EL SEGUNDO,In LA County,California,90245
524159,CITADEL ENVIRONMENTAL SERVICESINC,1725 VICTORY BOULEVARD,GLENDALE,In LA County,California,91201
140294,MICHAEL BAROFF,1725 OCEAN AVE. #132,SANTA MONICA,In LA County,California,90401
109909,KEEFE BUSINESS SERVICES INC,1725 GARDENA AVE,GLENDALE,In LA County,California,91204
115594,WAGNER ENGINEERING & SURVEY INC,17134 DEVONSHIRE STREET,NORTHRIDGE,In LA County,California,91325
204934,PAMELA R BOBOC,1713 VIA ESTUDILLO,PLS VRDS EST,In LA County,California,90274
186279,ANDA'S WELLNESS LLC,17100 NORWALK BLVD,CERRITOS,In LA County,California,90703
126916,GOLDEN HANDS AUTO BODY INC.,171 N. PARKWOOD AVE.,PASADENA,In LA County,California,91107
174508,POSITIVE EXISTENCE,1703 STEWART ST,SANTA MONICA,In LA County,California,90404
190624,NOT YOU MAMAS KITCHEN,1701 E COMPTON BLVD,COMPTON,In LA County,California,90221
148272,HARWOOD CONSTRUCTION INC,1695 CURTISS COURT,LA VERNE,In LA County,California,91750
210655,CERVANTES MEJIA DESSERTS,16801 BELLFLOWER BLVD,BELLFLOWER,In LA County,California,90706
166267,NATIX INC,16790 PLACER HILLS ROAD STE C,MEADOW VISTA,Outside of LA County,California,95722
146480,JAMES T EDSON,16654 SOLEDAD CANYON RD STE 268,SANTA CLARITA,In LA County,California,91387
137241,SAND BUILDING MATERIALS INC,16641 SIERRA HIGHWAY,SANTA CLARITA,In LA County,California,91351
501254,GUY L. WARDEN & SONS,16626 PARKSIDE AVE,CERRITOS,In LA County,California,90703
209437,"ABG INSPECTIONS, INC.",1662 NORVAL ST,POMONA,In LA County,California,91766
201295,MARIA G MAGDESYAN,1661 NEIL ARMSTRONG ST,MONTEBELLO,In LA County,California,90640
505571,BUSINESS MACHINES CONSULANTS INC,16525 SHERMAN WAY UNIT C3,VAN NUYS,In LA County,California,91406
505571,BUSINESS MACHINES CONSULANTS INC,16525 SHERMAN WAY UNIT C3,VAN NUYS,In LA County,California,91406
199727,BENCHMARQ,1652 N HOOVER ST,LOS ANGELES,In LA County,California,90027
171706,EDDINGS ENTERPRISES INC.,16517 S. NORMANDIE AVE.,GARDENA,In LA County,California,90247
171706,EDDINGS ENTERPRISES INC.,16517 S NORMANDIE AVE,GARDENA,In LA County,California,90247
516402,ULTRASYSTEMS ENVIRONMENTAL INC,16431 SCIENTIFIC,IRVINE,Outside of LA County,California,92618
116338,"A-TECH CONSULTING, INC.",1640 N BATAVIA ST,ORANGE,Outside of LA County,California,92867
522066,CARDE TEN ARCHITECTS,1638 19TH STREET,SANTA MONICA,In LA County,California,90404
210321,GOLDEN PIG COLLECTION LLC,1637 RANGE RD,OXNARD,Outside of LA County,California,93036
113361,FRASER COMMUNICATIONS,1631 PONTIUS AVENUE,LOS ANGELES,In LA County,California,90025
171872,LENTINI DESIGN AND MARKETING,1626 VIRGINIA ROAD,LOS ANGELES,In LA County,California,90019
199378,SANKOFA COMPANY,1626 CENTINELA AVE STE 202,INGLEWOOD,In LA County,California,90302
101332,JANT PHARMACAL CORPORATION,"16255 VENTURA BLVD., STE. 505",ENCINO,In LA County,California,91436
199883,"PATROL SOLUTIONS, LLC",1624 SANTA CLARA DR STE 240,ROSEVILLE,Outside of LA County,California,95661
47560,ALLEN ALARM SYSTEM INC,16226 GUNDRY AVE,PARAMOUNT,In LA County,California,90723
56087,ORDWAY SIGN SUPPLY,16201 VANOWEN ST.,VAN NUYS,In LA County,California,91406
191957,SHEP-TY INC,1620 CENTINELA AVE,INGLEWOOD,In LA County,California,90302
205716,OMEGA FIRE INC,16134 VALERIO ST,VAN NUYS,In LA County,California,91406
187033,STAR COAT INC.,16117 GREVILLEA AVE,LAWNDALE,In LA County,California,90260
129877,TRISTAR SAFETY SERVICES INC.,1611 W SAN BERNARDINO RD,COVINA,In LA County,California,91722
194575,"CHARGERHELP, INC",1611 W 58TH ST,LOS ANGELES,In LA County,California,90062
205523,ROOT & REBOUND,1610 HARRISON ST,OAKLAND,Outside of LA County,California,94612
128677,M3 OFFICE INC,"161 PASADENA AVENUE, SUITE A",SOUTH PASADENA,In LA County,California,91030
128677,M3 OFFICE INC,161 PASADENA AVENUE,SOUTH PASADENA,In LA County,California,91030
106576,PHILLIP'S DRAPERIES,161 NORTH SIERRA MADRE BLVD,PASADENA,In LA County,California,91107
161884,ADRIANA SALINAS,1608 AMBERWOOD DR APT 2,S PASADENA,In LA County,California,91030
213059,GOTLOGOSBYA,1608 AMBERWOOD DR,S PASADENA,In LA County,California,91030
181887,LETICIA LEON YU,1605 DOVERFIELD AVENUE,HACIENDA HEIGHTS,In LA County,California,91745
125034,ELLIS GROUP INC,16030 VENTURA BLVD,ENCINO,In LA County,California,91436
181467,RED CLOUD LLC,1600 SAWTELLE BLVD,LOS ANGELES,In LA County,California,90025
147945,CALIFORNIA TESTING & INSPECTIONS,15957 VERMONT AVE,PARAMOUNT,In LA County,California,90723
185052,MVA EQUIPMENT RENTALS INC,15945 LIGGETT ST,NORTH HILLS,In LA County,California,91343
185052,MVA EQUIPMENT RENTALS INC,15945 LIGGETT ST,NORTH HILLS,In LA County,California,91343
207817,"HOGAN EVENTS GROUP, LLC.",1590 ROSECRANS AVE STE D166,MANHATTAN BCH,In LA County,California,90266
512813,CAPITAL OFFICE PRODUCTS,15840 MONTE STREET,SYLMAR,In LA County,California,91342
28116,FIRE DEVICE COMPANY,15835 MAIN ST,LA PUENTE,In LA County,California,91744
122319,DIETZ HYDROSEEDING CO.,15745 KADOTA ST.,SYLMAR,In LA County,California,91342
189554,COLEMAN EQUIPMENT RENTALS LLC,15723 VERMONT AVE,PARAMOUNT,In LA County,California,90723
52304,SOS SURVIVAL PRODUCTS,"15705 STRATHERN ST., STE. 11",VAN NUYS,In LA County,California,91406
52861,"AIR-EX AIR CONDITIONING, INC.",157 GENTRY ST.,POMONA,In LA County,California,91767
156793,GOLDEN WEST ARBOR SERVICES INC.,1568 E. GRAND AVENUE,POMONA,In LA County,California,91766
208944,LANDSCO INC,15626 OLDEN ST,RNCH CASCADES,In LA County,California,91342
108971,SANJAY PANDYA,1557 CANYON MEADOWS LN,GLENDORA,In LA County,California,91740
185447,PAUL CROCKETT,1556 N. ORANGE GROVE AVE.,LOS ANGELES,In LA County,California,90046
209280,HI-TOP ROOF INC,15532 ILLINOIS AVE,PARAMOUNT,In LA County,California,90723
149529,"NMS MANAGEMENT, INC.","155 WEST 35TH STREET, SUITE A",NATIONAL CITY,Outside of LA County,California,91950
139682,FOSTERALL,1544 WEST GLENOAKS BLVD,GLENDALE,In LA County,California,91201
170796,EXCELAND CARE,15431VINTAGE STREET,MISSION HILLS,In LA County,California,91345
202382,"AMERICAN PROFESSIONAL MANUFACTURING, INC.",154 COYADO AVE,MODESTO,Outside of LA County,California,95350
100157,"GENTERRA CONSULTANTS, INC.","15375 BARRANCA PKWY., BUILDING L",IRVINE,Outside of LA County,California,92618
134793,J.P. COOKE CO,1536 WEST 25TH STREET,SAN PEDRO,In LA County,California,90732
187813,BLEENK MARKETING LLC,15338 CENTRAL AVE,CHINO,Outside of LA County,California,91710
107868,"I.T.S. GROUP, INC.",15300 VALLEY VIEW AVE,LA MIRADA,In LA County,California,90638
107868,"I.T.S. GROUP, INC.",15300 VALLEY VIEW AVE,LA MIRADA,In LA County,California,90638
28533,ROBERT ARSENIAN,1525 FISHBURN AVENUE,LOS ANGELES,In LA County,California,90063
211252,CANDISS CLENTON,15233 VENTURA BLVD,SHERMAN OAKS,In LA County,California,91403
117909,A CAL PEST CONTROL SERVICES INC,1523 POTRERO AVE,S EL MONTE,In LA County,California,91733
147323,GLOBAL ENVIRONMENTAL TRAINING & CONSULTING INC,1520 W CAMERON AVE STE 103,WEST COVINA,In LA County,California,91790
178237,INDUSTRIAL SURPLUS AND SALVAGE CORP,152 S LUCERNE BLVD,LOS ANGELES,In LA County,California,90004
182610,WICKED BIONIC,1516 WESTWOOD BLVD,LOS ANGELES,In LA County,California,90024
163356,COMMUNITY SCHOOL OF THE ARTS FOUNDATION,1515 W 8TH ST APT 309,LOS ANGELES,In LA County,California,90017
152082,BAYTEK ENGINEERING,15130 VENTURA BLVD,SHERMAN OAKS,In LA County,California,91403
168691,"MCKENNA BOILER WORKS, INC.",1510 N. SPRING ST.,LOS ANGELES,In LA County,California,90012
208893,MATTHEW J ROSENBERG,1506 CHEVIOTDALE DR,PASADENA,In LA County,California,91105
125045,RAYMOND R GOULD,15051 LEFFINGWELL ROAD SUITE 101,WHITTIER,In LA County,California,90604
207888,JUAN M MARQUEZ,15036 FLORENTINE ST,SYLMAR,In LA County,California,91342
195420,MCG & ASSOCIATES,15030 VENTURA BLVD STE 301,SHERMAN OAKS,In LA County,California,91403
212789,ASEP CONTRACTORS INC.,1501 LINCOLN BLVD # 1081,VENICE,In LA County,California,90291
167849,MERCY HOUSING CALIFORNIA,1500 S. GRAND AVE.,LOS ANGELES,In LA County,California,90015
207516,"CLE ELECTRIC, INC",1500 240TH ST,HARBOR CITY,In LA County,California,90710
510088,D'AUTREMONT-HELMS & ASSOCIATES,"150 S. ARROYO PARKWAY, SUITE 100",PASADENA,In LA County,California,91105
121329,"PGI, INC.",14938 NELSON AVE,CITY OF INDUSTRY,In LA County,California,91744
517358,AQUABIO ENVIRONMENTAL TECHNOLOGIES INC,14934 S FIGUEROA ST,GARDENA,In LA County,California,90248
199772,OVERHEAD GARAGE DOOR & GATES INC,14900 MAGNOLIA BLVD UNIT 55933,SHERMAN OAKS,In LA County,California,91413
55144,WECK ANALYTICAL ENVIRONMENTAL SERVICES INC,14859 E. CLARK AVENUE,CITY OF INDUSTRY,In LA County,California,91745
203870,"MY FISH STOP, LLC",14843 1/2 BURBANK BLVD,SHERMAN OAKS,In LA County,California,91411
179344,"FS CONTRACTORS, INC.",14838 BLEDSOE ST.,SYLMAR,In LA County,California,91342
185786,"EXPERT PEST CONTROL SERVICES, INC",14800 RINALDI ST # 1,MISSION HILLS,In LA County,California,91345
188463,"BETTER YOUTH, INC.",1465 TAMARIND AVE PMB 216,LOS ANGELES,In LA County,California,90028
184225,VICTORIOUS R.E.D,14640 INDUSTRY CIR STE B,LA MIRADA,In LA County,California,90638
184225,VICTORIOUS R.E.D,14640 INDUSTRY CIR,LA MIRADA,In LA County,California,90638
43984,CENTURY PAVING INC,14630 FIRESTONE BLVD.,LA MIRADA,In LA County,California,90638
209622,REDESIGN GROUP INC,14622 VENTURA BLVD STE 355,SHERMAN OAKS,In LA County,California,91403
188089,LAURA CAMACHO,14622 VENTURA BLVD,SHERMAN OAKS,In LA County,California,91403
104896,GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,14565 LANARK ST.,PANORAMA CITY,In LA County,California,91402
160736,CENTER FOR LIVING AND LEARNING,14549 ARCHWOOD STREET SUITE 221,VAN NUYS,In LA County,California,91405
209622,REDESIGN GROUP INC,14546 1/2 MOORPARK ST,SHERMAN OAKS,In LA County,California,91403
178882,"PARAMOUNT SAFETY SUPPLY, INC.",14516 CRENSHAW BLVD,GARDENA,In LA County,California,90249
183426,"HELPGOOD, LLC",145 S FAIRFAX AVE,LOS ANGELES,In LA County,California,90036
112825,NATIONAL RELOCATION SERVICES,14424 BONELLI ST,CITY INDUSTRY,In LA County,California,91746
112825,NATIONAL RELOCATION SERVICES,14424 BONELLI ST,CITY INDUSTRY,In LA County,California,91746
186113,PUBLIC MATTERS LLC,1439 ELEVADO STREET,LOS ANGELES,In LA County,California,90026
205496,CIRCLE OF WOMEN INC,1437 CENTINELA AVE,INGLEWOOD,In LA County,California,90302
186745,ALPHA SOLUTIONS INC,14320 VENTURA BLVD STE 507,SHERMAN OAKS,In LA County,California,91423
56594,BAINBRIDGE ENVIRONMENTAL CONSULTANT INC,14251 FIRESTONE BLVD,LA MIRADA,In LA County,California,90638
187931,"ADVANCING THE SEED, INC.",14241 FIRESTONE BLVD,LA MIRADA,In LA County,California,90638
190632,"MASA CONTRACTING, INC.",1424 W VALLEY BLVD,ALHAMBRA,In LA County,California,91803
200017,"360 MEDICAL, LLC.",142 E BONITA AVE,SAN DIMAS,In LA County,California,91773
101252,"J. OROZCO ENTERPRISES, INC.",1419 S EAST END AVE,POMONA,In LA County,California,91766
186084,"AVIATE ENTERPRISES, INC.",1418 N MARKET BLVD,SACRAMENTO,Outside of LA County,California,95834
194285,NEAL FULTZ,1417 VETERAN AVE APT 101,LOS ANGELES,In LA County,California,90024
166046,"GENESIS FLOOR COVERING, INC.",14101 PONTLAVOY AVE,SANTA FE SPGS,In LA County,California,90670
182091,JT SITE SERVICES,1407 FOOTHILL BLVD # 147,LA VERNE,In LA County,California,91750
60890,ADVANCED FILTRATION CONCEPTS INC,14010 GRACEBEE AVE.,NORWALK,In LA County,California,90650
188268,MINORIA TECH LLC,140 S BEACH ST,DAYTONA BEACH,Out of State,Florida,32114
144443,WIRELESS INNOVATION SOLUTION I,140 E SANTA CLARA ST,ARCADIA,In LA County,California,91006
189486,PROJECT ROPA,13970 VAN NESS AVE,GARDENA,In LA County,California,90249
189486,PROJECT ROPA,13970 VAN NESS AVE,GARDENA,In LA County,California,90249
148143,WEST COAST AERIAL PHOTOGRAPHY INC,13956 MAGNOLIA BLVD,SHERMAN OAKS,In LA County,California,91423
172256,"WEST COAST FIRE PROTECTION, INC.",13933 RAMONA AVE STE I,CHINO,Outside of LA County,California,91710
132472,INTERNATIONAL COATINGS COMPANY,13929 E. 166TH STREET,CERRITOS,In LA County,California,90702
202261,"BROTHERS BUILDING SERVICES, LLC",13922 LONGWORTH AVE,NORWALK,In LA County,California,90650
209254,EMERGENCY CAFE LLC,13900 PANAY WAY,MARINA DL REY,In LA County,California,90292
191395,RJ INTERNATIONAL,13900 MARQUESAS WAY,MARINA DEL REY,In LA County,California,90292
157878,"RWBID CONSTRUCTION MANAGEMENT, LLC",139 HERMOSA AVE,HERMOSA BEACH,In LA County,California,90254
186370,PIVOT HOUND COMMUNICATIONS,1385 N EL MOLINO AVE,PASADENA,In LA County,California,91104
205626,"QUALITY TECH SOLUTIONS, LLC",13824 WINDROSE AVE,EASTVALE,Outside of LA County,California,92880
10404,PACIFIC MECHANICAL SUPPLY CO.,13705 MILROY PL,SANTA FE SPGS,In LA County,California,90670
510660,COMMLINE INC,13700 CIMARRON AVE,GARDENA,In LA County,California,90249
200291,GOODSIDES LLC,1370 N ST ANDREWS PL,LOS ANGELES,In LA County,California,90028
526384,PHILLIPS STEEL COMPANY,1368 W ANAHEIM ST,LONG BEACH,In LA County,California,90813
48325,WEIL AQUATRONICS,13630 SAN ANTONIO DR,NORWALK,In LA County,California,90650
56872,ADAPT CONSULTING INC,13618 LEMAY STREET,VAN NUYS,In LA County,California,91401
207948,HEALTH MATTERS CLINIC,1360 S FIGUEROA ST,LOS ANGELES,In LA County,California,90015
163141,BRILLIANT CORNERS,1360 MISSION ST STE 300,SAN FRANCISCO,Outside of LA County,California,94103
113835,GEORGE MARTINEZ,136 W. POMONA AVE.,MONROVIA,In LA County,California,91016
161263,ALLIANCE BUILDING MAINTENANCE,136 W POMONA AVE,MONROVIA,In LA County,California,91016
205531,MDK CIRCUIT BREAKER INC,136 S 8TH AVE STE 1,LA PUENTE,In LA County,California,91746
199369,EXTREME OVERHEAD DOORS INC,13554 PUMICE ST,NORWALK,In LA County,California,90650
166300,BOOKS ON THE BOULEVARD,13551 VENTURA BLVD.,SHERMANN OAKS,In LA County,California,91423
176665,SMARTRISE ELEVATOR SERVICE INC,13523 LARWIN CIR,SANTA FE SPRINGS,In LA County,California,90670
179438,MAKAI SOLUTIONS,13509 S RAYMOND AVE,GARDENA,In LA County,California,90247
213392,"CALIFORNIA NOZZLE SPECIALISTS CO., INC.",13506 S NORMANDIE AVE,GARDENA,In LA County,California,90249
56175,PRACTICE,135 W GREEN ST STE 200,PASADENA,In LA County,California,91105
118077,"POLARIS ELECTRIC CO., INC.",135 RICHMOND ST.,EL SEGUNDO,In LA County,California,90245
125440,PASADENA CONSTRUCTION & INTERIORS,135 N MARENGO AVE,PASADENA,In LA County,California,91101
16808,"PARADISE PRINTING, INC.",13474 PUMICE STREET,NORWALK,In LA County,California,90650
41601,AAA ELECTRIC MOTOR SALES & SERVICE INC,1346 VENICE BLVD,LOS ANGELES,In LA County,California,90006
517031,VENICE ARTS,13445 BEACH AVE,MARINA DL REY,In LA County,California,90292
517031,VENICE ARTS,13445 BEACH AVE,VENICE,In LA County,California,90292
163490,CHATTEL INC,13417 VENTURA BOULEVARD,LOS ANGELES,In LA County,California,91423
101181,BAKE R US,13400 S WESTERN AVENUE,GARDENA,In LA County,California,90249
173821,BASHBOY ENTERPRISES INC,1340 W 104TH STREET,LOS ANGELES,In LA County,California,90044
159611,NEXXSOL CORPORATION,1338 CENTER COURT DR,COVINA,In LA County,California,91724
193836,J&S BUILDING MAINTENANCE INC.,13353 ALONDRA BLVD STE 211,SANTA FE SPGS,In LA County,California,90670
193836,J&S BUILDING MAINTENANCE INC.,13353 ALONDRA BLVD,SANTA FE SPRINGS,In LA County,California,90670
25293,ALLIED PACKING AND RUBBER INC,1335 W. 11TH ST,LONG BEACH,In LA County,California,90813
192603,SAAHAS FOR CAUSE,13337 SOUTH ST # 158,CERRITOS,In LA County,California,90703
192603,SAAHAS FOR CAUSE,13337 SOUTH ST # 158,CERRITOS,In LA County,California,90703
199883,"PATROL SOLUTIONS, LLC",13314 MAPLEDALE ST,NORWALK,In LA County,California,90650
199883,"PATROL SOLUTIONS, LLC",13314 MAPLEDALE ST,NORWALK,In LA County,California,90650
199883,"PATROL SOLUTIONS, LLC",13314 MAPLEDALE ST,NORWALK,In LA County,California,90650
195138,DECADENZA INC,13300 BROOKS DR UNIT I,BALDWIN PARK,In LA County,California,91706
175474,DIVERSIFIED LEASING,1330 W. MAIN ST.,ALHAMBRA,In LA County,California,91801
206773,REBECCA RODRIGUEZ PHOTOGRAPHY,133 S SWEETZER AVE,LOS ANGELES,In LA County,California,90048
168416,SEVERN SAFETY SUPPLY LLC,133 RANKIN WAY,BENICIA,Outside of LA County,California,94510
193490,"BREAD & WATER LANDSCAPE, LLC",13283 JUDD ST,PACOIMA,In LA County,California,91331
182610,WICKED BIONIC,1328 WESTWOOD BLVD,LOS ANGELES,In LA County,California,90024
511225,ROADLINE PRODUCTS,13253 STANBRIDGE AVE.,DOWNEY,In LA County,California,90242
121512,AMERICAN WATER WORKS INC,13250 WEIDNER ST,PACOIMA,In LA County,California,91331
521681,COVENANT HOUSE CALIFORNIA,1325 N WESTERN AVE,LOS ANGELES,In LA County,California,90027
56594,BAINBRIDGE ENVIRONMENTAL CONSULTANT INC,"1322 BELL AVENUE, SUITE1N",TUSTIN,Outside of LA County,California,92780
56594,BAINBRIDGE ENVIRONMENTAL CONSULTANT INC,1322 BELL AVENUE STE 1N,TUSTIN,Outside of LA County,California,92780
167422,C J K CONSTRUCTION INC.,13219 HALLDALE AVE,GARDENA,In LA County,California,90249
167422,C J K CONSTRUCTION INC.,13219 HALLDALE AVE,GARDENA,In LA County,California,90249
167422,C J K CONSTRUCTION INC.,13219 HALLDALE AVE,GARDENA,In LA County,California,90249
526162,HOMEBOY INDUSTRIES,1320 S. SANTA FE AVE.,LOS ANGELES,In LA County,California,90021
59468,"RAYCOM DATA TECHNOLOGIES, INC",1320 E. IMPERIAL AVE.,EL SEGUNDO,In LA County,California,90245
187706,JAMES BUSH,13148 SAN FELIPE ST,LA MIRADA,In LA County,California,90638
139996,"LEED ELECTRIC, INC.",13138 ARCTIC CIRCLE,SANTA FE SPRINGS,In LA County,California,90670
138199,"QUALITY ENVIRONMENTAL, INC.",13123 LAKELAND RD STE A,SANTA FE SPGS,In LA County,California,90670
138199,"QUALITY ENVIRONMENTAL, INC.",13123 LAKELAND RD,SANTA FE SPGS,In LA County,California,90670
134793,J.P. COOKE CO,1311 HOWARD STREET,OMAHA,Out of State,Nebraska,68102
134793,J.P. COOKE CO,1311 HOWARD STREET,OMAHA,Out of State,Nebraska,68102
134793,J.P. COOKE CO,1311 HOWARD ST,OMAHA,Out of State,Nebraska,68102
168513,"RESOURCE ENVIRONMENTAL, INC.",13100 ALONDRA BLVD STE 108,CERRITOS,In LA County,California,90703
207899,"MG ENTERTAINMENT, LLC",1310 N MCDIVITT AVE,COMPTON,In LA County,California,90221
119437,CORPORATE SPACES INC,131 NORTH EL MOLINO STE 170,PASADENA,In LA County,California,91101
119437,CORPORATE SPACES INC,131 N EL MOLLINO AVENUE STE 170,PASADENA,In LA County,California,91101
30116,ASKEW INDUSTRIAL CORPORATION,13071 ARCTIC CIRCLE,SANTA FE SPRINGS,In LA County,California,90670
159004,LOGIXSERVICE INC,1305 CALLE AVANZADO,SAN CLEMENTE,Outside of LA County,California,92673
183404,INTERNATIONAL CONSULTING UNLTD,13045 PARK ST,SANTA FE SPRINGS,In LA County,California,90670
183404,INTERNATIONAL CONSULTING UNLTD,13045 PARK ST,SANTA FE SPRINGS,In LA County,California,90670
142527,EWASTE DISPOSAL INC,13037 LAKELAND ROAD,SANTA FE SPRINGS,In LA County,California,90670
142527,EWASTE DISPOSAL INC,13037 LAKELAND RD,SANTA FE SPGS,In LA County,California,90670
206006,"WEST COAST BOILER, INC.",13013 LOS NIETOS RD STE J,SANTA FE SPGS,In LA County,California,90670
520558,CX & B UNITED CORP,1301 253RD ST,HARBOR CITY,In LA County,California,90710
526162,HOMEBOY INDUSTRIES,130 W BRUNO STREET,LOS ANGELES,In LA County,California,90012
181518,"HOMEBOY RECYCLING, A CALIFORNIA SOCIAL PURPOSE CORPORATION",130 BRUNO ST,LOS ANGELES,In LA County,California,90012
138012,"ALLEGRA CONSULTING, INC.",129A N MARENGO AVE,PASADENA,In LA County,California,91101
25569,"WEST-LITE SUPPLY CO., INC.",12951 166TH ST,CERRITOS,In LA County,California,90703
111722,DIRECT A/V INC,12932 WEBER WAY,HAWTHORNE,In LA County,California,90250
500817,MCKENDRY DOOR SALES,12930 SUNNYSIDE PLACE,SANTA FE SPRINGS,In LA County,California,90670
138012,"ALLEGRA CONSULTING, INC.",129 N MARENGO AVE,PASADENA,In LA County,California,91101
52729,GOLDEN STAR TECHNOLOGY,12881 166TH ST,CERRITOS,In LA County,California,90703
153978,SARK CUSTOM AWNINGS & WINDOW COVERINGS INC,12832 MUSCATINE ST,PACOIMA,In LA County,California,91331
520107,URBAN GRAFFITI ENTERPRISES INC,1280 MOUNTAIN VIEW CIR.,AZUSA,In LA County,California,91702
62324,"ALPHA PRINTING & GRAPHICS, INC",12758 SCHABARUM AVE.,IRWINDALE,In LA County,California,91706
62324,"ALPHA PRINTING & GRAPHICS, INC",12758 SCHABARUM AVE,IRWINDALE,In LA County,California,91706
517351,CHAS E MORTON COMPANY,1275 W 2ND ST,POMONA,In LA County,California,91766
40190,CANNON SPORTS INC,"12701 VAN NUYS BLVD, UNIT P",PACOIMA,In LA County,California,91331
174587,TERRA ENVIRONMENTAL SERVICES INC.,12631 IMPERIAL HWY STE A225,SANTA FE SPGS,In LA County,California,90670
155995,"BLACKGOLD DEVELOPMENT, INC.D.B.A. A.C. PAVING COMPANY",12623 IMPERIAL HIGHWAY,SANTA FE SPRINGS,In LA County,California,90670
178103,KANA SUBSURFACE ENGINEERING,12620 MAGNOLIA AVE,RIVERSIDE,Outside of LA County,California,92503
183313,CIMADEX INTERNATIONAL LLC,12618 YUKON AVE,HAWTHORNE,In LA County,California,90250
174479,SOUTHERN CALI PEST CONTROL,12608 LEIBACHER AVE.,NORWALK,In LA County,California,90650
120311,ERIK W ECKERT,12606 SANFORD ST,LOS ANGELES,In LA County,California,90066
158975,"A PLUS ADVANCED TINTING,  INC.",12535 EVARO DRIVE,WHITTIER,In LA County,California,90606
212791,GOLDEN STATE GASES LLC,12519 ALARKA ST,NORWALK,In LA County,California,90650
189471,"KISBA CONTRACTING, INC.",125 MERCURY CIRCLE,POMONA,In LA County,California,91768
514590,FLOOR TECH AMERICA INC,125 MERCURY CIR,POMONA,In LA County,California,91768
191361,OCEAN SAFARI OUTDOORS INC.,125 E LAS TUNAS DR,SAN GABRIEL,In LA County,California,91776
